round,train,validation,gap
391,0.07558725750816588,0.09121580329618874,0.015628545788022863
392,0.07557953787568829,0.09121641459224013,0.01563687671655184
393,0.07557189779600412,0.09121932327096348,0.015647425474959356
394,0.07556229963118419,0.09122275964425029,0.015660460013066105
395,0.07555264664665907,0.09122609913120595,0.01567345248454688
396,0.07554155741827226,0.0912264528127208,0.015684895394448548
397,0.07553271768994989,0.09122896966238857,0.01569625197243868
398,0.07552008773217117,0.09122919861596979,0.015709110883798616
399,0.07550782595553948,0.0912324533931839,0.01572462743764441
400,0.0754948648813799,0.09123556726709786,0.015740702385717967
401,0.07548293148449932,0.0912374434573723,0.015754511972872975
402,0.07547609145087701,0.09123769521179775,0.015761603760920742
403,0.07546534281356819,0.09123667747555674,0.015771334661988545
404,0.07545769658426557,0.09123861767310278,0.015780921088837205
405,0.07544615698690887,0.0912435293829449,0.015797372396036027
406,0.07543772686418533,0.0912436815136496,0.01580595464946427
407,0.07542560340633576,0.09124880052566174,0.015823197119325977
408,0.0754180192809018,0.09125076315892224,0.01583274387802043
409,0.07540940656774696,0.09125070714436748,0.015841300576620518
410,0.07539823686796096,0.09124602774612788,0.015847790878166915
411,0.07538692079731524,0.09124270903410038,0.015855788236785143
412,0.07537760290165114,0.0912441963371432,0.015866593435492057
413,0.07536788267049642,0.09124633051117556,0.01587844784067914
414,0.07535558784065037,0.09125006007138359,0.015894472230733217
415,0.07534463684699938,0.0912519480187464,0.015907311171747027
416,0.07533547775875854,0.09125055214816126,0.01591507438940272
417,0.07532755396375387,0.0912525701236317,0.01592501615987782
418,0.07531885643672279,0.091253278035193,0.015934421598470208
419,0.07531211086334438,0.09125779144130154,0.015945680577957158
420,0.07530228266371847,0.09125678766552904,0.015954505001810573
421,0.0752924664170783,0.09125519643244415,0.015962730015365842
422,0.07528664024768071,0.09125667445927166,0.015970034211590947
423,0.07527904862828662,0.09124914641453183,0.01597009778624521
424,0.0752716547200399,0.09124773185471417,0.015976077134674277
425,0.07526555603193755,0.09124869306254658,0.015983137030609038
426,0.07525631228690971,0.09124824378011831,0.0159919314932086
427,0.075247857813739,0.09124790959607018,0.016000051782331187
428,0.0752411749170977,0.09124011158767416,0.01599893667057646
429,0.07523538200106238,0.09124321165435953,0.016007829653297154
430,0.07522963428156826,0.09124715977861275,0.016017525497044494
